date_incident,annee,mois,jour,jour_semaine,saison_cyclonique,zone_cotiere,region,district,commune,lon_geocode,lat_geocode,source_geocode,type_incident,description,personnes_concernees,deces
2020-05-29,2020,5,29,4,0,NOSY BE ET ENVIRONS,,AMBANJA,,47.97623,-13.48646,original,,"Le lundi 25 Mai 2020 vers 10H00, un groupe de touristes ont fait un bivouac dans l’île d’Ankazoberavina, située dans la Commune Urbaine d’Ambanja, région DIANA. A bord d’une vedette rapide, ils étaient au nombre de 05 étrangers. L’un d’eux, nommé FELICI Alessandro, de nationalité Italienne a fait une plongée pour une chasse sous-marine et une pêche. Quelques heures après, l’homme n’est pas remonté et ses camarades ont alertés les autorités locales. Après une longue recherche, le corps sans vie de ce jeune homme de 24 ans a été retrouvé au large. Une enquête est en cours.",,
2020-06-05,2020,6,5,4,0,MAHANORO AU CAP SAINTE MARIE,,FARAFANGANA,,47.83864,-22.82042,original,,"Le 05 mai 2020, dans la matinée sur les rives de la plage de Farafangana, notamment dans la partie de l’embouchure de Manapatrana, un corps sans vie disparu depuis le samedi 02 mai 2020 a été trouvé. Il s’agit d’un homme de 29 ans, nommé RANDRIATIANA Augustin, domicilié dans le fokontany Mahasoa.  Selon les membres de la famille, la noyade serait due à une suicide à la suite d’une déception amoureuse.",,
2020-06-07,2020,6,7,6,0,BESALAMPY A MOROMBE,,BESALAMPY,,44.4242,-16.5761,original,,"Le 26 juin 2020 vers 03h du matin, un pêcheur a été porté disparu dans la baie de Grenouille, à environ 60 km à l’Ouest du Fokontany de Vilamatsaha, Commune Rurale de Soanenga, District de Besalampy. A bord de la pirogue à voile VALIMBAVAKA, en partance de Mahajanga, neuf (09) pêcheurs sont venus pêcher dans cette zone. Mais pendant que le navire était stoppé, l’un d’eux a profité pour faire son besoin et il a été happé par une vague. Il n’a pas été retrouvé.",,
2020-06-11,2020,6,11,3,0,ANTALAHA A TOAMASINA,,SOANIERANA IVONGO,,49.587235,-16.915447,original,,"Le 06 novembre 2020 vers 6h30 du matin, au débarcadère de Soanierana Ivongo, le LCT YVAN, navire de transport de marchandises à destination de Matsokely, a chaviré après une embardée vers la droite pendant sa mise en marche après l’embarquement des marchandises. La position du navire sur le débarcadère lors de son chargement en est la cause avec la proue qui est encore hors de la mer sur le rivage. Cinq (05) personnes, dont le commandant et le propriétaire du camion, étaient à bord. Le navire avait à son bord un camion Renault de couleur blanche chargé de PPN pesant à peu près 10 tonnes, du sable et environ 3 tonnes d’eau. Aucune blessure ni perte en vie humaine n’est à déplorer, mais les marchandises, dont le camion, sont tombées dans l’eau.  Des PPN ont pu être récupérés. Les autorités cherchent encore le moyen de remonter le camion et le navire. Il est à noter que le débarcadère est destiné seulement aux bacs et celui de Soanirana Ivongo n’est pas opérationnel depuis le 30 octobre 2020. Le LCT l’a remplacé depuis",,
2020-06-17,2020,6,17,2,0,CAP D'AMBRE A BESALAMPY,,AMBANJA,,47.7591,-14.00095,original,,"Le mercredi 10 juin 2020, trois (03) coques à moteur dénommées FRUITS DE MER avec 11 équipages, NANOU et NEPTUNE avec 5 équipages chacune, ont quitté Nosy Be à destination de Nosy Berafia des îlots Radama, Fokontany de Berafia dans Commune Rurale Anorontsangana, district d’Ambanja. Arrivés le même jour au lieu de pêche, les pêcheurs ont commencé leur activité le jeudi 11 Juin 2020 au large du Nosy Berafia sans se séparer de vue. La nuit du vendredi 12 au samedi 13 Juin 2020, la coque dénommée NANOU, 7m de long, avec ses 5 équipages a disparu.  Les pêcheurs ont commencé la recherche à bord de FRUITS DE MER et NEPTUNE sans résultat. Les pêcheurs ont signalé par téléphone le propriétaire à Nosy Be qui a par la suite envoyé 01 Catamaran et 01 Voilier comme renfort pour la recherche, le dimanche 14 Juin 2020. Après une longue recherche sur 50km de rayon aux alentours dans le sens du courant, les deux coques sont retournées au port de Nosy Be sans résultat. Le propriétaire n’a signalé les autorités locales telles que l’APMF, que le mardi 16 juin 2020. ",,
2020-06-22,2020,6,22,0,0,ANTALAHA A TOAMASINA,,FENOARIVO ATSINANANA,,49.40383,-17.27949,original,,"Dans la matinée du vendredi 20 juin 2020, un pêcheur âgé de 22 ans a disparu à bord d’une petite embarcation en bois. L’incident est survenu dans la partie du fokontany Tanambao Tampolo Commune Rurale d’Ampasina Maningory, district de Fenoarivo Atsinanana. En effet, le pêcheur est parti en mer vers 8 heures du matin pour pêcher. Selon les membres de sa famille, il devait retourner au village vers la fin de la matinée. Pourtant, il n’est pas revenu. Sa famille a donc saisi la « radiom-paritra » pour aviser le public afin de trouver le pêcheur entre Antalaha et Fenerive Est. Le 22 juin 2020 vers 09H00 heures locales, le corps sans vie du pêcheur a été retrouvé par d’autres pêcheurs à environ 5 miles nautiques (9.26km) au sud du lieu de l’incident, près de l’embouchure d’Itendro dans le fokontany d’Amboakarivo, CR Ambodimanga II dans le district de Fenoarivo Atsinanana.",,
2020-07-15,2020,7,15,2,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.305,-15.7091,original,,"Le corps d’un homme sans vie a été retrouvé sur la plage de Mahajanga, dans le Fokontany de Maroala. Il s’agit d’un homme, environ de 50 ans. D’après le constat du décès effectué par les éléments de la Gendarmerie Nationale, la cause du décès aurait été par noyade.",,
2020-08-24,2020,8,24,0,0,CAP D'AMBRE A ANTALAHA,,VOHEMAR,,50.123,-13.684,original,SAR,"La nuit du 22 Août 2020 vers 18h30mn, le navire FAGNOLE a subi une panne technique entre Vohémar et Antalaha. Parti de Vohémar le 22 Août 2020 à destination de Foulpointe, la barre de direction et la ligne de mouillage du navire ont été endommagées selon son capitaine. Un autre navire a été envoyé par l’APMF pour l’assister mais il n’a pas réussi à le retrouver et le capitaine du navire a été injoignable le jour de la recherche. Le 23 Août 2020 vers 10h00mn, ledit navire a donné signe à partir du téléphone du Capitaine.  Le 24 aout 2020, il était à une position entre Fanambana et Manambery (soit 25 km de Vohémar). En conséquence, un navire de secours a été envoyé vers ce lieu pour assister le FAGNOLE. Le 24 Août 2020 vers le début de l’après-midi, le navire est arrivé à Vohémar remorqué par le navire RAYAN. Les 04 personnes à bord sont saines et sauves.",,
2020-08-25,2020,8,25,1,0,CAP D'AMBRE A BESALAMPY,,SOALALA,,45.3286,-16.021,original,,"Le 23 Août 2020 vers 11h, une pirogue à voile a chaviré au large de Besada, quartier Antranolava, Fokontany Anjiamaloto, Commune et District de Soalala, Région Boeny. Cette pirogue, avec 09 personnes à bord était partie de Soalala à destination de Mahajanga. Mais, à cause du mauvais état de la mer, la pirogue a chaviré et un homme de 30 ans dénommé Monsieur HAJASOA Herinandrasana Jean Luc était tombé à la mer. À la suite de cet incident, la Gendarmerie Nationale de Soalala a envoyé une vedette rapide pour porter secours aux victimes. En conséquence, 08 personnes sont saines et sauves. Le 26 aout 2020 vers 01H00 du matin sur la plage aux alentours du lieu de l’incident, le corps de la personne disparue a été trouvé. ",,
2020-08-26,2020,8,26,2,0,,,VOHEMAR,,53.118617,-12.727967,original,SAR,"Le 26 aout 2020 vers 11H00C, le navire cargo YASA UNITY, de pavillon Iles Marshall, MMSI : 538002548 a été signalé en dérive vers les côtes Est malagasy à environ 202 nautiques (374,104km) à l’Est de Vohémar à l’entrée de notre ZEE. Ce navire a quitté le port de Mina Saqr aux Emirates Arabes Unies le 27 juillet 2020, à destination du port Elisabeth en Afrique du Sud. La dérive est due à une panne du générateur diesel et un problème électrique. Il se déplace vers l’Ouest avec une vitesse de 2.8 nœuds. Le remorqueur de pavillon Malte BOKA SUMMIT a quitté Port Louis le 26 Aout 2020 vers 11H02 heures universelles pour assister le navire et le remorquer vers Durban Afrique du Sud. ",,
2020-09-03,2020,9,3,3,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.30734,-15.72506,original,,"Le 09 mars 2020 vers 16 heures au quai Orange du port de Mahajanga, un incendie a eu lieu à bord du navire MS SAMBIRANO, IM : D/S 00.016. Le feu est causé par la soudure des rambardes. Trois (03) cabines ont été touchées par le feu faute de l’extinction tardive. Les soudeurs sont des sous-traitant du titulaire des travaux. Ils ont oublié de vérifier les entourages de leur travail, alors qu’un éclat de feu glissé dans une cabine. Un agent de l’APMF a déjà procédé un constat provisoire de cette incendie.",,
2020-09-07,2020,9,7,0,0,BESALAMPY A MOROMBE,,MAINTIRANO,,44.0189,-18.0851,original,,"Le 08 Juillet 2020 vers 08h du matin, le boutre dénommé PETER a fait naufrage au large de la plage Ampasimandroro, Commune et District de Maintirano. Ce boutre a quitté le port de Maintirano le même jour vers 05h du matin pour remorquer les boutres qui sont au mouillage au large. Mais à cause du mauvais temps, la coque du boutre a été frappée par une vague entrainant son naufrage. Aucune perte en vie humaine n’a été observée durant cet incident.",,
2020-09-12,2020,9,12,5,0,NOSY BE ET ENVIRONS,,NOSY BE,,48.251059,-13.409133,original,,"Le 08 novembre 2020, un cadavre d’un baleineau, estimé à 11m sur 03m et pesant environ 03T, a été découvert sur les côtes de la région de Matsinja, à environ 300 m au nord de l’Arbre sacré, à l’ouest d’Hell Ville à Nosy Be. Ayant pris connaissance des faits, le Maire de la Commune Urbaine de Nosy Be est descendu sur terrain, avec les sauveteurs de la Commune, et a ordonné à ce que l’animal ne soit pas consommé car on ne connait pas les raisons de sa mort. L’animal a été incinéré sur place le 09 décembre 2020 dans l’après-midi afin d’éviter tout incident sanitaire lié à sa consommation dont la chair et l’huile sont très convoitées par les riverains. Selon les techniciens de la Direction de la Pêche et de l’Aquaculture, ainsi que les chercheurs du CNRO (Centre National de Recherches Océanographiques) de Nosy Be, c'est une des espèces les plus menacées et à protéger  et à ne pas négliger dans le développement du tourisme.",,
2020-09-24,2020,9,24,3,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.307438,-15.702975,original,,"Le 23 septembre 2020 vers 17 heures près du Village Touristique à Antsahabingo, Commune Urbaine de Mahajanga, Région Boeny, un garçon de 16 ans a disparu en essayant de sauver une fille.  En nageant dans la mer un peu plus au large, une jeune fille a été emportée par les vagues, et appela au secours.  Deux (02) garçons se baignant aux alentours ont essayé de la sauver mais l’un d’eux a disparu d’un coup pendant qu’ils rejoignaient la plage. Une fois alertée, les équipes du sapeur-pompier et de la Gendarmerie ont commencé la recherche du jeune garçon. Le corps n’a été retrouvé que le 24 septembre 2020 vers 16H02 heures locales, à environ 100m derrière l’hôtel Karon à Antsahabingo, aux alentours du lieu de l’incident.",,
2020-10-01,2020,10,1,3,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.31098,-15.67061,original,,"Une vedette rapide en provenance de Mutsamudu sur l’île d’Anjouan aux Comores le 28 décembre 2019 embarquait 13 personnes à bord dont 4 équipages et 9 passagers. Il est censé rejoindre l’île de Mohéli mais l’embarcation est déclarée portée disparue depuis cette date. Le 10 janvier 2020 vers 5H 45, il est retrouvé au large d’Amborovy suite aux mauvais temps pour la navigation (forte tempête) et une panne mécanique selon les passagers. L’opération de sauvetage a été effectuée par les autorités portuaires du port de Mahajanga (PN – GN – APMF) avec les Sapeurs-Pompiers. Toutes les personnes à bord étaient rescapées ; toutefois une évacuation sanitaire a été opérée dont l’Espace médicale Mangarivotra a pris en charge pour soins médicaux. Après contrôle des papiers effectué par le Service de Police chargé de la migration, aucune immigration clandestine n’a été constatée. Le 13 janvier 2019 vers 09H05C, six personnes de sexe féminin sont embarquées par voie aérienne en direction des Comores. La coque est retenue à la Brigade du Port de Mahajanga.",,
2020-10-01,2020,10,1,3,0,CAP D'AMBRE A BESALAMPY,,MAHAJANGA,,46.30878,-15.69547,original,ACCIDENTS,"Refoulement vers Comores, de 13 personnes de nationalité comorienne qui font partie de passagers et équipages de l’embarcation MLEZI 3, retrouvée au large de Mahajanga : 
-	La première vague de rapatriement a eu lieu le 13 janvier 2020, composée de 6 personnes dont la majorité sont des femmes et des enfants ; 
-	La deuxième vague a eu lieu, le 20 janvier 2020 vers 09h56mn, composée de 7 personnes, à bord du vol 7D611, vers les Comores. 
A titre de rappel, la vedette qui a embarqué ces comoriens, a eu une panne mécanique, elle est restée en mer depuis le 28 décembre 2019 où il a été vu pour la dernière fois jusqu’au 10 janvier 2020, et tous les passagers et équipages sont récupérés et sauvés par les autorités locales de Mahajanga. ",,
2020-10-02,2020,10,2,4,0,CAP D'AMBRE A MAHANORO,,VATOMANDRY,,48.98466,-19.32692,original,,"Le dimanche 09 février 2020 vers 16H00, un garçon de 14 ans dénommé RALAHINIRINA Lorencio, demeurant à VohitsaraVatomandry, est mort noyé dans l’embouchure du fleuve Sandramanangy de Vatomandry. Ils étaient au nombre de quatre (04) garçons en train de se baigner lorsque les forts courants occasionnés par la rencontre entre le fleuve et la mer ont provoqué la noyade mortelle du garçon. Ses trois (03) camarades ont appelé les secours qui n’ont pas pu sauver la vie de la victime.",,
2020-10-07,2020,10,7,2,0,ANTALAHA A TOAMASINA,,ANTALAHA,,50.4754,-15.2809,original,,"Le 09 Juillet 2020 vers 00h05mn, les villageois d’Ambodirafia, Commune Rurale d’Ambohitralalana, District d’Antalaha, ont constaté une vedette de plaisance mauricienne, avec 04 ressortissants mauriciens à bord, échouée sur la plage. Sans plus tarder, ils ont avisé le Peloton de Surveillance Côtière de la Gendarmerie Nationale (GN) à Ambohitralalana. En arrivant, sur le lieu vers 09h45mn, ils ont trouvé un navire de plaisance en fibre de polyester dénommé LEGEND, avec l’immatriculation : 7436-0L/12 et de couleur blanche. A bord du navire équipé d’un moteur Yamaha puissant de 150 chevaux, les matériels suivants sont inventoriés : 02 nourrices de 50 litres et 02 nourrices de 25 litres vides, 12 gilets de sauvetages, 02 cannes à pêche 80m, 02 canopes déchirés par le vent et 01 tuyau d’huile vérin endommagé. Le navire a quitté l’île Maurice le 01er Juillet 2020 vers 15H00C, pour effectuer une pêche au large. La panne hydraulique de la barre de direction avec un boitier coupé est survenue le même jour vers 17H30C, entrainant la dérive de l’embarcation vers la côte Est Malagasy pendant plus d’une semaine. Les Mauriciens sont mis en quarantaine dans l’Hôtel Résidence à Ambohitralanana en attendant les mesures de rapatriement.",,
2020-10-08,2020,10,8,3,0,CAP D'AMBRE A ANTALAHA,,SAMBAVA,,50.1765,-14.4191,original,,"Durant la nuit du 06 Août 2020, quatre (04) pêcheurs dénommés Fety Honoré 46 ans, Manjolily Roger Victor (43 ans), Hiss Thony (30 ans) et Kavy Tofick, ont disparu au large de Farahalana dans le district de Sambava. Le jeudi 06 Aout 2020 vers 01h30mn dans la matinée, ils sont partis de chez eux à bord d’une seule pirogue. Le samedi 08 Août 2020 vers 10h, Monsieur Kavy Tofick a été retrouvé sain et sauf au bord de la plage près du lieu de l’incident, les trois autres n’ont pas encore été retrouvés. D’après l’explication du survivant, l’incident était dû au passage d’une grande baleine qui a frappé la mer avec sa queue et a engendré une vague provoquant le naufrage de la pirogue. L’Agence Portuaire Maritime et Fluviale (APMF) et la Gendarmerie sur place ont entamé les recherches.",,
2020-10-13,2020,10,13,1,0,CAP D'AMBRE A BESALAMPY,,MITSINJO,,45.908715,-15.718372,original,Recif corallien:Marée basse,"En date du 12 Octobre 2020 vers 8 h du matin, un boutre à voile sans moteur, dénommé « TANTERAKA » en provenance de Mahajanga et à destination de l’île Makamby, fokontany Kingany, C.R Antongomena Bevary, district Mitsinjo s’est échoué sur un récif corallien. Les six personnes membres de l’équipage sont saines et sauves. D’après la narration des victimes, cette embarcation a quitté Mahajanga le 08 octobre 2020 aux environs de 4 heures du matin et a navigué trop près du littoral. Ce navire a été chargé de 3 tonnes de marchandises dont des sacs de riz, des sucres et diverses marchandises. Les autorités portuaires à savoir l’APMF, ont déjà été avisées de cet accident. Après une réparation rapide, cette embarcation a pu reprendre sa route. Elle est arrivée à Soalala le 12 octobre 2020 vers minuit. Aucune perte humaine n’a été déplorée. Toutefois, une partie des marchandises à bord a été inondée.",,
2020-10-26,2020,10,26,0,0,ANTALAHA A TOAMASINA,,MAROANTSETRA,,49.8608,-15.4163,original,,"Le 23 octobre 2020 vers 7 heures du matin, à la sortie de l’embouchure de Maroantsetra, une vedette en fibre en provenance de Maroantsetra à destination du fokontany Navana de la CR Anjahana dans le district de Maroantsetra a sombré à cause du mauvais temps.  Après avoir été avisées à temps par TPH vers 07h 15 par le PCA Tourisme Maroantsetra du naufrage de cette vedette, les équipes de la Gendarmerie Nationale et la Police Nationale se sont dépêchées pour secourir les occupants. Les douze (12) passagers et deux (02) membres d’équipage à bord ont été sauvés. D’autres embarcations ont prêté main forte lors de cette opération de sauvetage. La vedette a pu être récupérée et remorquée vers le port de Maroantsetra le jour même de l’incident. L’APMF de cette localité a pris en charge cette affaire. Les autorités locales ont procédé à la sensibilisation des usagers de la mer sur l’interdiction de naviguer en cas de mauvais temps pour éviter les éventuels accidents.",,
2020-10-27,2020,10,27,1,0,MAHANORO AU CAP SAINTE MARIE,,TAOLAGNARO,,47.021833,-25.021667,original,,"Le 23 Octobre 2020 un navire cargo NEW COURAGE a demandé une assistance médicale au CROSS réunion à cause d’un problème médical concernant 03 membres d’équipages dont le second capitaine du navire, à la position 25°01.30'S - 047°01.31'E, à environ 1,25 nautiques (2.32km) au Nord-Est de Taolagnaro. Etant donné que le navire était situé en SRR Madagascar, le CROSS a donné la coordination au JRCC Madagascar, lequel a saisi le CRCO de Fort Dauphin qui a pris en charge la gestion de cette assistance. A cet effet, le CRCO a décidé de ne pas débarquer les malades car le navire était passé par des pays fortement frappés par la maladie d’Ebola. Par contre des médecins ont été envoyés à bord de ce navire pour soigner ces patients. Pendant toute la nuit, l’état de santé de l’un d’entre eux s’est aggravé et a nécessité une évacuation sanitaire d’urgence. Un avion en provenance de Nairobi-Kenya a été prévu le récupérer mais a été annulé à cause d’indisponibilité de l’avion. L’armateur a ensuite décidé d’évacuer les patients à la Réunion, mais pendant cette navigation, l’un des patients a perdu la vie. ",,
2020-11-02,2020,11,2,0,1,CAP D'AMBRE A TOAMASINA,,ANTALAHA,,50.62392,-16.04328,original,,"Le 09 Février 2020 vers 17h, suite à une panne moteur, le boutre MS STEPHAN, en provenance d’Antalaha, est échoué au Nord-Est, à 9 nautiques (17.35 km) de VINANIVAO. En transit dans cette zone, le navire MV SERAYA, pavillon Tanzanie, MMSI : 677084800 a remorqué ce boutre jusqu’à Sainte Marie. Les quinze (15) passagers du MS STEPHAN sont désormais sains et saufs. Le 12 février 2020, ces deux (2) navires sont au mouillage au large d’Ambatoraho-Sainte Marie.",,
2020-11-17,2020,11,17,1,1,NOSY BE ET ENVIRONS,,NOSY BE,,48.281163,-13.40765,original,,"Contacté par le CROSS Réunion le 16 novembre 2020, le JRCC Madagascar a coordonné l’évacuation sanitaire d’une américaine de 50 ans, souffrant de mal de mer et d’anxiété à bord du voilier INTREPID, pavillon Etats-Unis d’Amérique et MMSI 367685220, en provenance des Seychelles et à destination du port de Richard Bay en Afrique du Sud. Le débarquement de la patiente a eu lieu au port de Nosy Be le 17 novembre 2020 vers 14H40Mn heures locales. Le voilier a mouillé devant le Centre National de Recherches Océanographiques (CNRO) le même jour vers 16H20Mn heures locales.",,
2020-12-06,2020,12,6,6,1,NOSY BE ET ENVIRONS,,NOSY BE,,48.57972,-12.56261,original,,"Parti du port de Nosy Be le 28 Mai 2020, le navire de pêche BALEINE V avec cinq (05) équipages à bord reste introuvable jusqu’à ce jour. D’habitude, ce navire effectue régulièrement trois (03) jours de pêche en haute mer au large de Nosy Mitsio et revient au port à l’issue. Vue que les huit (08) autres navires qui sont partis avec ce navire disparu à la même date sont déjà revenus au port, les familles de ces cinq membres d’équipage sont inquiètes et ont avisé les autorités locales. L’Agence Portuaire Maritime et Fluviale (APMF) a entamé les recherches.",,
2020-12-09,2020,12,9,2,1,,,MADAGASCAR,,46.204444,-28.005556,original,,"Le 06 septembre 2020 vers 18H21 heures locales, le navire pétrolier (GLP) GRA JA de pavillon Gabon, MMSI : 626088000, est entré dans la ZEE de Madagascar, dans la partie Sud des côtes malagasy, en provenance du port de Rio de Janeiro (Brésil). Le 07 septembre 2020 vers 11H50 heures locales, le navire a été en dérive avec une vitesse de 1,9 nœud, à environ 172 nautiques (319 km) au Sud d’Ambovombe, à cause d’un problème avec la pompe de circulation d’huile du moteur principal mais n’a pas demandé assistance. Le 08 septembre 2020, le CFIM a contacté l’armateur du navire via mail sur la situation du navire et l’intention de son capitaine mais n’a pas obtenu de réponse. Le 12 septembre 2020, vers une heure de matin, heures locales, il a quitté la ZEE Madagascar, avec une vitesse de 10,3 nœuds.",,
2020-12-15,2020,12,15,1,1,MAHANORO AU CAP SAINTE MARIE,,MANAKARA,,48.34839,-21.268669,original,,"Le 09 Décembre 2020 à Mananjary, la pirogue traditionnelle d’un pêcheur dénommé Jasmin a fait naufrage. Le pêcheur a été porté disparu pendant 4 jours mais a pu être secouru, à Manakara, le dimanche 13 décembre 2020.",,
2020-12-22,2020,12,22,1,1,NOSY BE ET ENVIRONS,,AMBANJA,,48.340156,-13.54688,original,,"Le 21 décembre 2020 vers 14H00 heures locales au large de Doanin’Ankifigny à Ambanja, un boutre à voile transportant une fratrie de sept (7) personnes à bord, et transportant des marchandises destinées au marché de Nosy Be comme les charbons de bois et des produits de roseau, a fait naufrage suite à un vent fort accompagné de forte pluie. L’embarcation a quitté Antetezambato (Nosy faly District Ambanja) le même jour vers 03H00 heures locales du matin avec une mer et vent calme. Vers 13H00C, à l’approche de Nosy Be, les conditions météorologiques deviennent défavorables aux petites embarcations entrainant le cassage des balanciers et le naufrage du boutre. Les habitants du village d'Ankifigny ont aperçu l’accident en mer du littoral et ont prêté mains fortes avec des pirogues et des vedettes rapides. Les sept personnes à bord sont saines et sauves si 55% des marchandises ont pu être récupérées.",,
2020-12-22,2020,12,22,1,1,,,TAOLAGNARO,,48.220974,-25.818527,original,,"Le 21 décembre 2020 vers 10H48 heures locales, MRCC Réunion a reçu, par le biais de JRCC Stavanger (Norvège), une alerte de détresse signalant un marin de 31 ans tombé du navire vraquier EGRET OASIS, battant pavillon Hong-Kong, OMI 9592006, MMSI 477224700, à la position 25°50.00'S et 048°14.00'E (124 nautiques au Sud-est de Taolagnaro, ZEE Madagascar). L’opération de recherche en mer est coordonnée par JRCC Madagascar avec le soutien de MRCC Réunion.",,
2020-12-24,2020,12,24,3,1,ANTALAHA A TOAMASINA,,TOAMASINA,,49.419225,-18.13821,original,,"Le 23 Décembre 2020 vers 17h, un cadavre a été découvert par les pêcheurs au bord de la mer à l’Est de la cité Vohitsara Toamasina. Après le constat effectué par la Police Judiciaire, la Police Scientifique et Technique, et la BMH locale, il s’agit d’un corps d’un homme de 34 ans, mort par noyade, et qui a été disparue depuis le 20 Décembre 2020.",,
2020-12-30,2020,12,30,2,1,NOSY BE ET ENVIRONS,,NOSY BE,,48.1872,-13.3748,original,,"Le 29 décembre 2020 vers 18 heures, le cadavre d’un dauphin a été trouvé sur la plage d'Ambondrona à Nosy Be par la population locale. La cause officielle de cet échouage n'est pas encore identifiée.",,
2020-12-31,2020,12,31,3,1,NOSY BE ET ENVIRONS,,ANTSOHIHY,,48.467,-13.3733,original,,"Le 25 décembre 2020, un homme de 25 ans domicilié dans le fokontany d’Anjianjia Commune Urbaine d’Antonibe, district d’Analalava avec six passagers ont été à bord d’un boutre, en transit d’Antsohihy vers Anjiajia. Au cours de ce trajet cet homme a dormi et en pleine mer, au large des côtes d’Antafiambotry, Commune Urbaine d’Antsohihy, vers 4 heures du matin, cet homme s’est jeté inconsciemment et spontanément dans la mer. D’après les six passagers avec lui y comprise son épouse, lors de cette tragédie, la cause exacte de cet incident n’a pas été déterminée. Le corps de la victime a été trouvé le samedi 26 décembre 2020 par l’APMF d’Antsohihy sur le lieu de l’accident. La Compagnie de la gendarmerie d’Antsohihy était saisie de cette affaire.",,
2021-01-06,2021,1,6,2,1,NOSY BE ET ENVIRONS,,NOSY BE,,48.47631,-12.84829,original,,"Le 31 mai 2021 à 10 heures, un boutre traditionnel en bois, motorisé, mesurant 7 mètres de long sur 3 mètres de large, a été localisé au large de Domoni, Anjouan par le détachement de la Garde Côte. Arrivés sur les lieux, les éléments de l'Unité Spécialisée de la Police Maritime (USP MAR) ont trouvé 4 personnes à bord. Emmenées au commissariat central de Mutsamudu pour enquête, les membres d’équipage du boutre, tous venant de la ville de Nosy Be, ont expliqué que, lorsqu’ils étaient partis à la pêche dans les eaux de Nosy Be, le boutre est tombé en panne moteur et a coulé ; En raison du courant fort, ils ont été entrainés jusqu’à ce lieu au large d’Anjouan après 12 jours en mer. Ils ne pouvaient appeler du secours car n’avaient aucun moyen de communication à bord. Ils sont retenus au service d'immigration de Mutsamudu pour enquête. Des informations des pêcheurs de Nosy Be ont été recueillies, selon lesquelles le boutre dénommé ""ROYAL STAR"" appartient à un habitant de Nosy Be. Des informations reçues ce 02 juin 2021 de la famille des rescapés, le navire, nouvellement construit par l’un d’eux, est dépourvu de papiers réglementaires relatifs à la navigation, sans nom ni numéro d'immatriculation et non équipé de GPS. Les pêcheurs ont quitté Nosy Be le 19 mai 2021 pour aller pêcher au large du banc de Castor, à environ 8 nautiques (15 km) à l’ouest de Nosy Mitsio, au Nord de Nosy Be.",,
2021-01-23,2021,1,23,5,1,CAP D'AMBRE A ANTALAHA,,ANTSIRANANA,,49.238388,-12.30009,original,,"A la suite de l’accident survenu le 20 janvier 2021 impliquant un véhicule 4x4 Mitsubishi sur le pont d'Anamakia Antsiranana, deux (02) personnes ont été emportées par le courant d’eau et ont disparu. Après 48h de recherche effectuée par la 2ème RFI d’Antsiranana, a bord de leur zodiac, le corps de l’un d’eux a été retrouvé dans la mer, à proximité du port de la Compagnie Salinière de Madagascar, dans la commune rurale d'Antsahampano, district d'Antsiranana-ll. ",,
2021-02-05,2021,2,5,4,1,MAHANORO AU CAP SAINTE MARIE,,TAOLAGNARO,,46.995986,-25.027264,original,,"Le 05 février 2021 vers 7H30mn heures locales, lors de la récupération d’un bout (cordon) tombé à la mer, un matelot de 34 ans, membre d’équipage du navire MPC GRACE, à quai au vieux port de Taolagnaro, s’est trouvé coincé entre 2 navires. Ces 2 navires, en provenance de Toamasina, MPC GRACE, chargé de ciments et LE SAINT chargé de sacs de riz, se sont rapprochés brusquement en raison des vagues. Le matelot a perdu la vie sur le coup, et la Gendarmerie a été saisie de l’affaire.",,
2021-02-07,2021,2,7,6,1,ANTALAHA A TOAMASINA,,SOANIERANA IVONGO,,49.584775,-16.921633,original,,"Le 07 février 2021 vers 15H sur la plage Andatsadrano à Soanierana Ivongo, un homme de 30 ans, qui s’est baigné près du bureau des Travaux Publics de Soanierana Ivongo, a été emporté par la vague et a disparu. Après de longues recherches, le corps sans vie de la victime a été retrouvé près de l’endroit où il s’est noyé le 08 février 2021 vers 06h30mn. Après le constat effectué par la Police Nationale, la Gendarmerie Nationale et le médecin local, le corps de la victime a été remis à sa famille.",,
2021-02-18,2021,2,18,3,1,BESALAMPY A MOROMBE,,MORONDAVA,,44.269168,-20.293154,original,,"Le 16 février 2021, une embarcation à moteur en bois communément appelée ‘’Tefotefo’’, avec une douzaine de passagers à bord, en provenance de Borogeny, commune rurale Mahasoarivo, district de Maintirano, a fait naufrage sur la côte de Nosikely, commune urbaine et préfecture de Morondava. Les témoins de l’accident ont affirmé qu’au départ de Borogeny le même jour, le temps paraissait beau, mais c’est à l’approche de Morondava que les vagues devenaient violentes et ont provoqué l’accident, sans compter les dizaines de tonnes de marchandises qui ont surchargées l’embarcation. Un avis de vigilance fortes houles et des vents forts a été lancé par le Service de la Météorologie dans cette zone depuis le 15 février 2021. Les passagers ont tout perdu leur marchandise et les bagages. Trois (03) d’entre eux sont mis en observation auprès du CHRR Namahora à Morondava. ",,
